type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
W	37.313733000	-119.571667000	1036.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y047N0	CR 222 (Pass CR 426)
W	37.315124000	-119.560857000	1036.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y047R0	CR 222 bend
W	37.305129000	-119.540814000	1039.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y047T0	CR 222 bend
W	37.294273000	-119.532793000	1037.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y047W0	CR 222 bend (El 3400')
W	37.260732000	-119.536611000	972.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y047X0	CR 222 turn (Pass CR 221 El 3147')
W	37.256441000	-119.521594000	891.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y047Z0	CR 222 turn (El 2920')
W	37.229318000	-119.509617000	802.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04800	CR 222 turn (Pass CR 225 El 2662')
W	37.219223000	-119.508763000	840.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04850	CR 222 turn (Pass CR 200)
W	37.218547000	-119.507346000	838.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04860	CR 222 bend
W	37.204535000	-119.498205000	782.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04870	CR 222 bend (El 2580')
W	37.164014000	-119.517015000	432.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04890	CR 222 bend (El 1430')
W	37.148723000	-119.503011000	304.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048A0	CR 222/Power House Rd (Pass CR 235 El 1105')
W	37.147731000	-119.503824000	301.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048B0	Madera/Fresno County Line
W	37.125084000	-119.517443000	564.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048C0	Power House Rd bend (El 1860')
W	37.102800000	-119.504260000	687.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048D0	Power House Rd top (El 2240')
W	37.079755000	-119.485619000	609.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048E0	Power House Rd/Auberry Rd
W	37.042725000	-119.498851000	512.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048K0	Auberry Rd/Lodge Rd & SR 168 (El 1642')
W	37.046135000	-119.473622000	542.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048L0	Lodge Rd & SR 168 bend
W	37.044599000	-119.472489000	542.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048M0	Lodge Rd & SR 168/Lodge Rd (El 1720')
W	37.042317000	-119.472136000	546.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048N0	Lodge Rd bend
W	37.005430000	-119.406021000	544.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048P0	Lodge Rd/Tollhouse Rd
W	36.992854000	-119.413753000	475.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048R0	Tollhouse Rd/Burrough Valley Rd
W	36.972725000	-119.386551000	623.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048S0	Burrough Valley Rd bend
W	36.965949000	-119.352794000	590.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048T0	Burrough Valley Rd/Watts Valley Rd (El 1817')
W	36.933163000	-119.352292000	413.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048U0	Watts Valley Rd/Maxon Rd (El 1327')
W	36.933678000	-119.342956000	414.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048V0	Maxon Rd turn
W	36.916270000	-119.309290000	497.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048W0	Maxon Rd top (El 1640')
W	36.904578000	-119.293716000	312.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048X0	Maxon Rd/E Trimmer Springs Rd (El 1015')
W	36.905274000	-119.295803000	313.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y048Z0	E Trimmer Springs Rd bend
W	36.892716000	-119.298735000	356.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04900	E Trimmer Springs Rd bend
W	36.870512000	-119.285332000	364.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04910	E Trimmer Springs Rd bend
W	36.873550000	-119.348517000	369.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04940	E Trimmer Springs Rd turn (El 1220')
W	36.861234000	-119.348562000	382.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04950	E Trimmer Springs Rd top (El 1250')
W	36.861923000	-119.350805000	369.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04970	E Trimmer Springs Rd bend
W	36.840485000	-119.371562000	196.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04990	E Trimmer Springs Rd bend (El 640')
W	36.822499000	-119.365615000	174.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049A0	E Trimmer Springs Rd bend (Pass Pine Flat Rd)
W	36.820934000	-119.382679000	163.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049F0	E Trimmer Springs Rd/N Piedra Rd
W	36.811406000	-119.383452000	161.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049H0	N Piedra R/Elwood Rd
W	36.815664000	-119.377220000	212.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049J0	Elwood Rd bend
W	36.817889000	-119.346070000	175.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049K0	Elwood Rd (Pass Pine Flat Rd El 570')
W	36.772550000	-119.269035000	350.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049L0	Elwood Rd top (El 1155')
W	36.758364000	-119.235778000	524.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049M0	Elwood Rd bend (El 1720')
W	36.743473000	-119.235865000	478.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049N0	Elwood Rd/SR 180 (El 1580')
W	36.754583000	-119.211898000	433.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049T0	SR 180 bend
W	36.756524000	-119.164539000	558.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049V0	SR 180/Dunlap Rd (El 1870')
W	36.746817000	-119.164007000	540.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049W0	Dunlap Rd bend
W	36.738209000	-119.120913000	585.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049W4	Dunlap
W	36.734208000	-119.112534000	609.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049X0	Dunlap Rd/Millwood Rd (El 2207')
W	36.702706000	-119.093140000	783.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y049Z0	Dunlap Rd (PassSand Creek Rd)
W	36.700217000	-119.068412000	884.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04A00	Dunlap Rd (pass Zaria Ln)
W	36.692789000	-119.053737000	940.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04A20	Dunlap Rd (Pass Orchard Dr)
W	36.689782000	-119.048108000	958.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04A30	Dunlap Rd Bend
W	36.682062000	-119.022317000	1153.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04A40	Dunlap Rd/SR 245
W	36.697211000	-119.013605000	1250.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04A60	Todd Eymann Rd (Pass SR 245 (El 3900'))
W	36.692233000	-119.007554000	1300.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AA0	SR 245 turn (Pass Hogback Rd El 4260')
W	36.714337000	-118.987766000	1514.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AB0	SR 245 bend (El 4970')
W	36.719694000	-119.000176000	1651.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AC0	SR 245/SR 180 (El 5410')
W	36.723518000	-118.991118000	1712.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AD0	SR 180 bend (El 5610')
W	36.713209000	-118.971771000	1837.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AE0	SR 180 bend (El 6040')
W	36.717830000	-118.963388000	1898.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AH0	SR 180 bend (El 6220')
W	36.722983000	-118.970296000	1940.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AJ0	SR 180 bend (El 6370')
W	36.723984000	-118.955461000	2016.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AK0	SR 180/SR 198 (El 6580')
W	36.718572000	-118.955100000	2001.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AV0	SR 198 bend
W	36.721224000	-118.908128000	2108.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AW0	SR 198 bend (El 6890')
W	36.704171000	-118.879401000	2262.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AX0	SR 198 bend
W	36.697249000	-118.878359000	2314.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04AZ0	SR 198 top (El 7550')
W	36.700854000	-118.868131000	2251.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04B00	SR 198 bend
W	36.688821000	-118.871212000	2199.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04B10	SR 198 bend
W	36.687964000	-118.858443000	2133.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04B20	SR 198 bend (El 7000')
W	36.663716000	-118.846440000	1991.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04B30	SR 198 bend
W	36.664766000	-118.832145000	1968.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04B70	SR 198 bend
W	36.650326000	-118.835184000	2046.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04B90	SR 198 bend
W	36.646433000	-118.804819000	2055.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BA0	SR 198 bend
W	36.604601000	-118.804730000	2141.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BC0	SR 198 bend
W	36.619406000	-118.809500000	2239.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BE0	SR 198 top (El 7340')
W	36.617207000	-118.784375000	2123.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BF0	SR 198 bend
W	36.604466000	-118.734213000	2027.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BH0	SR 198 bend (El 6660')
W	36.553270000	-118.773759000	1858.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BM0	SR 198 bend (El 6070')
W	36.559405000	-118.788674000	1661.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BN0	SR 198 bend (El 5440')
W	36.541557000	-118.785615000	1488.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BP0	SR 198 bend (El 4900')
W	36.545375000	-118.780353000	1448.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BR0	SR 198 bend (El 4700')
W	36.536201000	-118.782222000	1323.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BS0	SR 198 switchback (El 4350')
W	36.541859000	-118.779373000	1262.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BT0	SR 198 bend (El 4150')
W	36.533178000	-118.770962000	1114.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BU0	SR 198 switchback (El 3660')
W	36.535246000	-118.777944000	1068.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BV0	SR 198 switchback (El 3540')
W	36.520209000	-118.771281000	820.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BX0	SR 198 bend (El 2650')
W	36.516064000	-118.800024000	642.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04BZ0	SR 198 bend (El 2140')
W	36.479200000	-118.839290000	388.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04C30	Cross Kaweah River (El 1280')
W	36.466810000	-118.859240000	356.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04C50	SR 198 (Pass Mineral King Rd El 1070')
W	36.447797000	-118.901082000	259.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04C70	SR 198 bend (El 850')
W	36.388349000	-118.946829000	215.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CD0	SR 198 bend
W	36.405041000	-118.996543000	229.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CF0	SR 198 bend
W	36.395216000	-119.021802000	152.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CH0	SR 198 (Pass SR 216)
W	36.325567000	-119.079346000	141.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CM0	SR 198/Yokohi Dr (El 460')
W	36.324842000	-119.075726000	142.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CN0	Yokohi Dr bend
W	36.286427000	-119.063515000	159.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CP0	Yokohi Dr Bend
W	36.268781000	-119.038134000	173.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CR0	Yokohi Dr bend
W	36.267802000	-118.992285000	205.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CS0	Yokohi Dr bend (El 670')
W	36.280187000	-118.954886000	268.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CT0	Yokohi Dr bend
W	36.267974000	-118.917320000	334.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CU0	Yokohi Dr bend
W	36.237702000	-118.898840000	447.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CV0	Yokohi Dr bend (El 1540')
W	36.231071000	-118.863879000	652.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CW0	Yokohi Dr bend (El 2130')
W	36.224335000	-118.869330000	700.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CX0	Yokohi Dr switchback
W	36.229685000	-118.857777000	815.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04CZ0	Yokohi Dr top (El 2670')
W	36.233129000	-118.852755000	773.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04D00	Yokohi Dr bend (El 2530')
W	36.224325000	-118.826444000	597.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04D10	Yokohi Dr (Pass Stewart Rd)
W	36.220076000	-118.816627000	547.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04D20	Yokohi Dr/Balch Park Rd
W	36.185532000	-118.798857000	425.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04D30	Balch Park Rd (Pass Bear Creek Dr)
W	36.139012000	-118.807649000	325.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04D40	Balch Park Rd/SR 190 (El 1186')
W	36.133715000	-118.772951000	399.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04D90	SR 190 bend (El 1320')
W	36.144799000	-118.763200000	481.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DA0	SR 190 bend (El 1590')
W	36.162273000	-118.709592000	751.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DB0	SR 190 bend (Pass Wishon Dr El 2640')
W	36.156528000	-118.663502000	1140.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DC0	SR 190 bend (El 3740')
W	36.136353000	-118.619299000	1446.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DE0	SR 190 (Pass Coy Flat Dr & Nelson Dr El 4770')
W	36.151636000	-118.605318000	1631.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DK0	SR 190 bend (El 5370')
W	36.149397000	-118.577185000	1802.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DL0	SR 190/Western Divide Hwy (El 5940
W	36.122632000	-118.542992000	2143.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DM0	Western Divide Hwy (El 7040')
W	36.112710000	-118.540460000	2205.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DP0	Western Divide Hwy top (El 7240')
W	36.083408000	-118.534639000	2156.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DS0	Cross Peppermint Cr (El 7060')
W	35.981812000	-118.585140000	1843.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DT0	Western Divide Hwy (El 6070')
W	35.957226000	-118.614812000	1910.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DV0	Western Divide Hwy bend
W	35.951471000	-118.613758000	1943.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DW0	Western Divide Hwy/Mtn Rd 50 (El 6392')
W	35.950572000	-118.612510000	1935.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DX0	Mtn Rd 50 bend
W	35.963959000	-118.566257000	1656.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04DZ0	Mtn Rd 50 (Pass FR 22s16 El 5850')
W	35.982713000	-118.542869000	1469.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04E00	Mtn Rd 50/Sierra Way (Pass FR 22s82 El 4798')
W	35.968350000	-118.486550000	1145.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04E20	Cross Kern River (El 3800')
W	35.962513000	-118.476747000	1144.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04E40	Sierra Way bend
W	35.924005000	-118.496819000	1084.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04E60	Sierra Way bend
W	35.868548000	-118.448498000	962.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04EA0	Sierra Way bend
W	35.826279000	-118.462828000	900.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04EB0	Sierra Way bend (El 2990')
W	35.792916000	-118.447802000	847.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04ED0	Tulare/Kern County Line (El 2829')
W	35.755895000	-118.417686000	827.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04EK0	Sierra Way/Burlando Rd (El 2772')
W	35.754788000	-118.425122000	811.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04ES0	Burlando Rd bend
W	35.747583000	-118.421974000	803.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04ET0	Burlando Rd CR 495 bend
W	35.708699000	-118.445406000	818.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04EU0	Burlando Rd CR 495 bend
W	35.706768000	-118.456521000	819.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04EX0	Burlando Rd/Wofford Blvd SR 155
W	35.643249000	-118.486645000	784.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04F70	Wofford Blvd SR 155 bend
W	35.628205000	-118.478581000	825.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04FA0	Wofford Blvd SR 155/Kernville Rd SR 155
W	35.626694000	-118.474037000	810.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y04FD0	Kernville Rd SR 155/Lake Isabella Blvd
W	35.626694000	-118.474037000	810.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05070	Nugget Av/Lake Isabella Blvd
W	35.590069000	-118.495147000	814.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050B0	Lake Isabella Blvd/Caliente Bodfish Rd CR 483 (El 2670')
W	35.575729000	-118.504426000	1006.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050D0	Caliente Bodfish Rd CR 483 switchback (El 3280')
W	35.580682000	-118.504802000	1051.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050E0	Caliente Bodfish Rd CR 483 switchback
W	35.569282000	-118.506991000	1154.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050F0	Caliente Bodfish Rd CR 483 top (El 3795')
W	35.534850000	-118.511020000	916.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050H0	CR 483 (Cross Clear Cr El 3010')
W	35.485325000	-118.526473000	1072.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050J0	CR 483 (Pass Breckenridge Rd El 3560')
W	35.457816000	-118.530207000	1302.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050K0	Caliente Bodfish Rd CR 483 top (El 4285')
W	35.437989000	-118.525872000	1116.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050M0	CR 482 (Pass Indian Oak Rd El 3660')
W	35.416999000	-118.536987000	1032.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050N0	CR 483 turn
W	35.417026000	-118.541246000	1034.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050P0	CR 483 bend
W	35.383700000	-118.555139000	1000.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050R0	CR 483 (Pass Walker Basin Rd)
W	35.362698000	-118.552064000	1204.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050S0	Caliente Bodfish Rd CR 483 bend (El 3880')
W	35.330481000	-118.586673000	848.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050T0	Caliente Bodfish Rd CR 483 switchback (El 2780')
W	35.337391000	-118.584621000	776.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050U0	Caliente Bodfish Rd CR 483 (El 2700')
W	35.332438000	-118.589284000	715.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050V0	Caliente Bodfish Rd CR 483 (El 2380')
W	35.304792000	-118.583770000	472.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050W0	CR 483 (Pass Caliente Cr Rd El 1573')
W	35.289599000	-118.628761000	397.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y050Z0	Caliente Bodfish Rd CR 483 bend
W	35.288303000	-118.628224000	400.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05100	CR 483 turn (Pass Bealeville Rd)
W	35.291688000	-118.642808000	407.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05110	Caliente Bodfish Rd CR 483 bend (El 1340')
W	35.276964000	-118.689422000	499.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05120	Caliente Bodfish Rd CR 483/Bena Rd (El 1560')
W	35.269957000	-118.682407000	548.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05130	Bena Rd (Under SR 58)
W	35.261883000	-118.659626000	565.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05140	Bena Rd (Cross SR 223)
W	35.263800000	-118.631870000	639.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05150	Bena Rd/SR 58 (El 2060')
W	35.223520000	-118.566930000	783.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05160	SR 58 ramp
W	35.224056000	-118.566256000	779.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05170	Ramp/Woodford Tehachapi Rd
W	35.220710000	-118.557380000	799.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051A0	SR 58 exit/Woodford Tehachapi Rd
W	35.220160000	-118.558164000	805.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051B0	Woodford Tehachapi Rd bend
W	35.215902000	-118.555098000	829.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051C0	Pass Keene Ranch Rd (El 2720')
W	35.193047000	-118.525240000	1014.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051D0	Woodford Tehachapi Rd (El 3320')
W	35.173240000	-118.498997000	1215.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051E0	Woodford Tehachapi Rd top (El 3980')
W	35.144191000	-118.494757000	1163.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051H0	Woodford Tehachapi Rd/Westwood Blvd (El 3820')
W	35.146122000	-118.489008000	1158.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051K0	Westwood Blvd bend
W	35.134610000	-118.479590000	1189.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051L0	Westwood Blvd/Red Apple Av
W	35.131760000	-118.467350000	1199.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051M0	Red Apple Av/Tucker Rd
W	35.109473000	-118.467760000	1271.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y051W0	Tucker Rd/Highline Rd
W	35.109601000	-118.396653000	1245.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05200	Highline Rd/Tehachapi Willow Springs Rd (El 4090')
W	35.061396000	-118.389180000	1472.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05210	Oak Creek Pass (El 4843')
W	35.052144000	-118.358487000	1262.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05220	Pacific Crest Tr crossing (El 4153')
W	35.017340000	-118.349716000	1188.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05230	Tehachapi Willow Springs Rd bend (El 3900')
W	34.958149000	-118.292130000	908.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05240	Tehachapi Willow Springs Rd bend (El 2970')
W	34.950901000	-118.291725000	888.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05250	Tehachapi Willow Springs Rd (Cross Backus Rd)
W	34.863653000	-118.290997000	748.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05270	Tehachapi Willow Springs Rd/90th St W (El 2470')
W	34.863566000	-118.290995000	748.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y05290	Cross W Rosamond Blvd (El 2470')
W	34.820008000	-118.290353000	742.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052A0	90th St W (Cross W Av A)
W	34.776363000	-118.290138000	744.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052B0	90th St W (Cross W Av D SR 138)
W	34.674655000	-118.289153000	753.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052C0	90th St W/W Av K
W	34.674785000	-118.218900000	727.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052D0	W Av K/50th St W
W	34.630897000	-118.218778000	805.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052H0	50th St W/Rancho Vista Blvd
W	34.621782000	-118.218469000	834.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052J0	Rancho Vista Blvd (Cross Av Vista Verde)
W	34.601742000	-118.174227000	828.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052K0	Rancho Vista Blvd/25th St W (El 2700')
W	34.584275000	-118.173326000	840.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y052L0	25th St W/Elizabeth Lake Rd
